,sp_codes,sp_names,bacdive_code,tax_id,oxygen_fusion,oxygen_gold,merge_oxygen,habitat,temp_range_deduced,temp_def,temp_type_def,continent_def,habMix,oxySimpl,life_domain,clades
2477,sphg,Sphingorhabdus sp. M41,,1806885,,,,,,,,,,,Bacteria,Alphaproteobacteria
2478,sfla,Sphingorhabdus sp. SMR4y,,2584094,,,,,,,,,,,Bacteria,Alphaproteobacteria
2479,sphy,Sphingorhabdus sp. YGSMI21,,2077182,,,,,,,,,,,Bacteria,Alphaproteobacteria
2480,blas,Blastomonas sp. RAC04,,1842535,,,,,,,,,,,Bacteria,Alphaproteobacteria
2481,bfw,Blastomonas fulva,140974.0,1550728,,,,,mesophilic,30.0,optimum,Asia,,,Bacteria,Alphaproteobacteria
2482,rdi,Rhizorhabdus dicambivorans,140624.0,1850238,,,,,mesophilic,30.0,optimum,Asia,,,Bacteria,Alphaproteobacteria
2483,smic,Sphingosinicella microcystinivorans,14293.0,335406,,Aerobe,Aerobe,,mesophilic,30.0,optimum,Asia,,Aerobe,Bacteria,Alphaproteobacteria
2484,sphs,Sphingosinicella sp. BN140058,,1892855,,,,,,,,,,,Bacteria,Alphaproteobacteria
2485,eli,Erythrobacter litoralis HTCC2594,5381.0,314225,Aerobe,Aerobe,Aerobe,Marine,mesophilic,27.5,optimum,Europe,Environment,Aerobe,Bacteria,Alphaproteobacteria
2486,elq,Erythrobacter litoralis DSM 8509,5381.0,39960,,,,,mesophilic,27.5,optimum,Europe,,,Bacteria,Alphaproteobacteria
2487,ery,Erythrobacter atlanticus,,1648404,,,,,,,,,,,Bacteria,Alphaproteobacteria
2488,egn,Erythrobacter gangjinensis,133565.0,502682,,,,,mesophilic,30.0,optimum,,,,Bacteria,Alphaproteobacteria
2489,efv,Erythrobacter flavus,5385.0,192812,,Aerobe,Aerobe,,mesophilic,30.0,growth,Asia,,Aerobe,Bacteria,Alphaproteobacteria
2490,erk,Erythrobacter sp. KY5,,2011159,,,,,,,,,,,Bacteria,Alphaproteobacteria
2491,err,Erythrobacter sp. YH-07,,2182384,,,,,,,,,,,Bacteria,Alphaproteobacteria
2492,aay,Altererythrobacter atlanticus,131265.0,1267766,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Alphaproteobacteria
2493,amx,Altererythrobacter marensis,5398.0,543877,,,,,mesophilic,30.0,optimum,Asia,,,Bacteria,Alphaproteobacteria
2494,aep,Altererythrobacter epoxidivorans,134236.0,361183,,,,,mesophilic,35.0,optimum,,,,Bacteria,Alphaproteobacteria
2495,anh,Altererythrobacter namhicola,133617.0,645517,,,,,mesophilic,30.0,optimum,,,,Bacteria,Alphaproteobacteria
2496,ado,Altererythrobacter dongtanensis,,692370,,,,,,,,,,,Bacteria,Alphaproteobacteria
2497,alb,Altererythrobacter sp. B11,,2060312,,,,,,,,,,,Bacteria,Alphaproteobacteria
2498,cna,Croceicoccus naphthovorans,132207.0,1348774,,Aerobe,Aerobe,,mesophilic,28.0,growth,Asia,,Aerobe,Bacteria,Alphaproteobacteria
2499,cman,Croceicoccus marinus,133445.0,450378,,,,,psychrophilic,25.0,optimum,,,,Bacteria,Alphaproteobacteria
2500,pns,Porphyrobacter neustonensis,5388.0,1112,,,,,mesophilic,30.0,growth,Australia and Oceania,,,Bacteria,Alphaproteobacteria
2501,porl,Porphyrobacter sp. LM 6,,1896196,,,,,,,,,,,Bacteria,Alphaproteobacteria
2502,phz,Porphyrobacter sp. HT-58-2,,2023229,,,,,,,,,,,Bacteria,Alphaproteobacteria
2503,pot,Porphyrobacter sp. YT40,,2547601,,,,,,,,,,,Bacteria,Alphaproteobacteria
2504,gox,Gluconobacter oxydans 621H,,290633,Aerobe,Aerobe,Aerobe,Other,,,,,Mixed,Aerobe,Bacteria,Alphaproteobacteria
2505,goh,Gluconobacter oxydans H24,,1224746,,,,,,,,,,,Bacteria,Alphaproteobacteria
2506,goy,Gluconobacter oxydans DSM 3504,,1288313,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Alphaproteobacteria
2507,gal,Gluconobacter albidus,,318683,,,,,,,,,,,Bacteria,Alphaproteobacteria
2509,gbe,Granulibacter bethesdensis CGDNIH1,80.0,391165,,,,Host,mesophilic,36.0,optimum,North America,Symbiont,,Bacteria,Alphaproteobacteria
2510,gbh,Granulibacter bethesdensis CGDNIH2,80.0,1051974,,Aerobe,Aerobe,,mesophilic,36.0,optimum,North America,,Aerobe,Bacteria,Alphaproteobacteria
2511,gbc,Granulibacter bethesdensis NIH3.1,80.0,364410,,,,,mesophilic,36.0,optimum,North America,,,Bacteria,Alphaproteobacteria
2512,gbs,Granulibacter bethesdensis CGDNIH4,80.0,1052095,,,,,mesophilic,36.0,optimum,North America,,,Bacteria,Alphaproteobacteria
2513,acr,Acidiphilium cryptum,26.0,349163,Aerobe,Aerobe,Aerobe,Fresh water,mesophilic,38.0,optimum,North America,Environment,Aerobe,Bacteria,Alphaproteobacteria
2514,amv,Acidiphilium multivorum,31.0,926570,,Aerobe,Aerobe,,mesophilic,30.0,growth,Asia,,Aerobe,Bacteria,Alphaproteobacteria
2515,gdi,Gluconacetobacter diazotrophicus PA1 5 (Brazil),40.0,272568,Aerobe,Aerobe,Aerobe,Host,mesophilic,29.0,growth,Middle and South America,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
2516,gdj,Gluconacetobacter diazotrophicus PA1 5 (JGI),40.0,272568,Aerobe,Aerobe,Aerobe,Host,mesophilic,29.0,growth,Middle and South America,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
2517,gxy,Komagataeibacter medellinensis,133875.0,634177,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Alphaproteobacteria
2518,gxl,Komagataeibacter xylinus,88.0,1296990,,,,,mesophilic,29.33333333333333,growth,,,,Bacteria,Alphaproteobacteria
2519,kna,Komagataeibacter nataicola,137389.0,265960,,,,,mesophilic,30.0,growth,Asia,,,Bacteria,Alphaproteobacteria
2520,keu,Komagataeibacter europaeus,83.0,33995,,,,,mesophilic,30.0,growth,,,,Bacteria,Alphaproteobacteria
2521,ksc,Komagataeibacter saccharivorans,134628.0,265959,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,Alphaproteobacteria
2522,apt,Acetobacter pasteurianus IFO 3283-01,4.0,634452,Aerobe,Aerobe,Aerobe,,mesophilic,28.0,growth,,,Aerobe,Bacteria,Alphaproteobacteria
2523,apw,Acetobacter pasteurianus IFO 3283-01-42C,4.0,634458,,Aerobe,Aerobe,,mesophilic,28.0,growth,,,Aerobe,Bacteria,Alphaproteobacteria
2524,apf,Acetobacter pasteurianus IFO 3283-03,4.0,634453,,Aerobe,Aerobe,,mesophilic,28.0,growth,,,Aerobe,Bacteria,Alphaproteobacteria
2525,apu,Acetobacter pasteurianus IFO 3283-07,4.0,634454,,Aerobe,Aerobe,,mesophilic,28.0,growth,,,Aerobe,Bacteria,Alphaproteobacteria
2526,apg,Acetobacter pasteurianus IFO 3283-12,4.0,634459,,Aerobe,Aerobe,,mesophilic,28.0,growth,,,Aerobe,Bacteria,Alphaproteobacteria
2527,apq,Acetobacter pasteurianus IFO 3283-22,4.0,634455,,Aerobe,Aerobe,,mesophilic,28.0,growth,,,Aerobe,Bacteria,Alphaproteobacteria
2528,apx,Acetobacter pasteurianus IFO 3283-26,4.0,634456,,Aerobe,Aerobe,,mesophilic,28.0,growth,,,Aerobe,Bacteria,Alphaproteobacteria
2529,apz,Acetobacter pasteurianus IFO 3283-32,4.0,634457,,Aerobe,Aerobe,,mesophilic,28.0,growth,,,Aerobe,Bacteria,Alphaproteobacteria
2530,apk,Acetobacter pasteurianus 386B,4.0,1266844,,Aerobe,Aerobe,,mesophilic,28.0,growth,,,Aerobe,Bacteria,Alphaproteobacteria
2531,asz,Acetobacter senegalensis,21.0,446692,,,,,mesophilic,35.0,optimum,Africa,,,Bacteria,Alphaproteobacteria
2532,asv,Acetobacter oryzifermentans,,1633874,,,,,,,,,,,Bacteria,Alphaproteobacteria
2533,aace,Acetobacter aceti,2.0,435,,,,,mesophilic,28.66666666666667,growth,,,,Bacteria,Alphaproteobacteria
2534,aper,Acetobacter persici,,1076596,,,,,,,,,,,Bacteria,Alphaproteobacteria
2535,apom,Acetobacter pomorum,11.0,65959,,Aerobe,Aerobe,,mesophilic,30.0,growth,Europe,,Aerobe,Bacteria,Alphaproteobacteria
2536,ato,Acetobacter tropicalis,17.0,104102,,,,,mesophilic,30.0,growth,Asia,,,Bacteria,Alphaproteobacteria
2537,aasc,Acetobacter ascendens,,481146,,,,,,,,,,,Bacteria,Alphaproteobacteria
2538,acet,Acetobacter sp. JWB,,2259883,,,,,,,,,,,Bacteria,Alphaproteobacteria
2539,abg,Asaia bogorensis,,1231624,,,,,,,,,,,Bacteria,Alphaproteobacteria
2540,kba,Kozakia baliensis,58.0,153496,,,,,mesophilic,30.0,growth,Asia,,,Bacteria,Alphaproteobacteria
2541,rgi,Roseomonas gilardii,138789.0,257708,,,,,mesophilic,37.0,growth,,,,Bacteria,Alphaproteobacteria
2542,ros,Roseomonas sp. FDAARGOS_362,,2018065,,,,,,,,,,,Bacteria,Alphaproteobacteria
2544,nch,Neoasaia chiangmaiensis,,320497,,,,,,,,,,,Bacteria,Alphaproteobacteria
2545,coq,Commensalibacter sp. AMU001,,2478912,,,,,,,,,,,Bacteria,Alphaproteobacteria
2546,shum,Stella humosa,64.0,94,,Aerobe,Aerobe,,mesophilic,29.0,optimum,Europe,,Aerobe,Bacteria,Alphaproteobacteria
2547,ntn,Neokomagataea tanensis,,661191,,,,,,,,,,,Bacteria,Alphaproteobacteria
2548,neh,Neokomagataea sp. Ha5,,2558360,,,,,,,,,,,Bacteria,Alphaproteobacteria
2549,ssam,Swingsia samuiensis,,1293412,,,,,,,,,,,Bacteria,Alphaproteobacteria
2550,swf,Swingsia sp. F3b2,,2558361,,,,,,,,,,,Bacteria,Alphaproteobacteria
2551,rru,Rhodospirillum rubrum ATCC 11170,14005.0,269796,Facultative,Facultative,Facultative,Fresh water,mesophilic,28.33333333333333,growth,,Environment,Facultative,Bacteria,Alphaproteobacteria
2552,rrf,Rhodospirillum rubrum F11,14005.0,1036743,,,,,mesophilic,28.33333333333333,growth,,,,Bacteria,Alphaproteobacteria
2553,rce,Rhodospirillum centenum,,414684,Facultative,Facultative,Facultative,Fresh water,,,,,Environment,Facultative,Bacteria,Alphaproteobacteria
2554,rpm,Pararhodospirillum photometricum,14004.0,1150469,,Anaerobe,Anaerobe,,psychrophilic,25.0,growth,,,Anaerobe,Bacteria,Alphaproteobacteria
2555,mag,Magnetospirillum magneticum,,342108,Aerobe,Aerobe,Aerobe,Fresh water-Host,,,,,Mixed,Aerobe,Bacteria,Alphaproteobacteria
2556,mgy,Magnetospirillum gryphiswaldense MSR-1 v2,13944.0,1430440,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,Alphaproteobacteria
2557,mgry,Magnetospirillum gryphiswaldense MSR-1,13944.0,431944,,Microaerophilic,Microaerophilic,,mesophilic,30.0,growth,Europe,,,Bacteria,Alphaproteobacteria
2558,magx,Magnetospirillum sp. XM-1,,1663591,,,,,,,,,,,Bacteria,Alphaproteobacteria
2559,magn,Magnetospirillum sp. ME-1,,1639348,,,,,,,,,,,Bacteria,Alphaproteobacteria
2560,azl,Azospirillum sp. B510,137718.0,137722,Facultative,Facultative,Facultative,Soil,mesophilic,37.0,optimum,Asia-Middle and South America,Environment,Facultative,Bacteria,Alphaproteobacteria
2561,ali,Azospirillum lipoferum,137718.0,862719,,Microaerophilic,Microaerophilic,,mesophilic,37.0,optimum,Asia-Middle and South America,,,Bacteria,Alphaproteobacteria
2562,abs,Azospirillum brasilense Sp245,13972.0,1064539,,Facultative,Facultative,,mesophilic,30.0,growth,Middle and South America,,Facultative,Bacteria,Alphaproteobacteria
2563,abq,Azospirillum brasilense Az39,13972.0,192,,Aerobe,Aerobe,,mesophilic,30.0,growth,Middle and South America,,Aerobe,Bacteria,Alphaproteobacteria
2564,abf,Azospirillum brasilense Sp7,13972.0,192,,Aerobe,Aerobe,,mesophilic,30.0,growth,Middle and South America,,Aerobe,Bacteria,Alphaproteobacteria
2565,ati,Azospirillum thiophilum,14000.0,528244,,,,,mesophilic,37.0,optimum,Europe,,,Bacteria,Alphaproteobacteria
2566,ahu,Azospirillum humicireducens,133926.0,1226968,,,,,mesophilic,30.0,optimum,,,,Bacteria,Alphaproteobacteria
2567,azt,Azospirillum sp. TSH58,,664962,,,,,,,,,,,Bacteria,Alphaproteobacteria
2568,azm,Azospirillum sp. M2T2B2,,682998,,,,,,,,,,,Bacteria,Alphaproteobacteria
2569,azz,Azospirillum sp. CFH 70021,,2202148,,,,,,,,,,,Bacteria,Alphaproteobacteria
2570,tmo,Tistrella mobilis,135528.0,1110502,,Aerobe,Aerobe,,mesophilic,30.0,growth,Asia,,Aerobe,Bacteria,Alphaproteobacteria
2571,thal,Candidatus Endolissoclinum faulkneri L2,,1193729,,,,,,,,,,,Bacteria,Alphaproteobacteria
2572,efk,Candidatus Endolissoclinum faulkneri L5,,1401328,,,,,,,,,,,Bacteria,Alphaproteobacteria
2573,txi,Thalassospira xiamenensis,13966.0,1123366,,Aerobe,Aerobe,,psychrophilic,22.0,optimum,Asia,,Aerobe,Bacteria,Alphaproteobacteria
2574,thac,Thalassospira marina,,2048283,,,,,,,,,,,Bacteria,Alphaproteobacteria
2575,tii,Thalassospira indica,133272.0,1891279,,,,,mesophilic,28.0,optimum,,,,Bacteria,Alphaproteobacteria
2576,magq,Magnetospira sp. QH-2,,1288970,,,,,,,,,,,Bacteria,Alphaproteobacteria
2577,hjo,Haematospirillum jordaniae,132371.0,1549855,,,,,mesophilic,37.0,growth,North America,,,Bacteria,Alphaproteobacteria
2578,nao,Nitrospirillum amazonense,13969.0,1441467,,,,,mesophilic,30.0,growth,Middle and South America,,,Bacteria,Alphaproteobacteria
2579,ncb,Niveispirillum cyanobacteriorum,,1612173,,,,,,,,,,,Bacteria,Alphaproteobacteria
2580,fer,Ferrovibrio sp. K5,,2594003,,,,,,,,,,,Bacteria,Alphaproteobacteria
2581,pbr,Parvularcula bermudensis,135095.0,314260,Aerobe,Aerobe,Aerobe,Marine,mesophilic,30.0,growth,,Environment,Aerobe,Bacteria,Alphaproteobacteria
2582,mgm,Magnetococcus marinus,133811.0,156889,Facultative,Facultative,Facultative,Marine,psychrophilic,25.0,optimum,,Environment,Facultative,Bacteria,Alphaproteobacteria
2583,pub,Candidatus Pelagibacter ubique,,335992,Aerobe,Aerobe,Aerobe,Marine,,,,,Environment,Aerobe,Bacteria,Alphaproteobacteria
2584,pel,Candidatus Pelagibacter sp. IMCC9063,,1002672,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Alphaproteobacteria
2585,apc,Alpha proteobacterium HIMB59,,744985,,,,,,,,,,,Bacteria,Alphaproteobacteria
2586,apm,Alpha proteobacterium HIMB5,,859653,,,,,,,,,,,Bacteria,Alphaproteobacteria
2587,ecog,Emcibacter congregatus,,2043170,,,,,,,,,,,Bacteria,Alphaproteobacteria
2588,mai,Micavibrio aeruginosavorus ARL-13,,856793,,,,,,,,,,,Bacteria,Alphaproteobacteria
2589,man,Micavibrio aeruginosavorus EPB,,349215,,,,,,,,,,,Bacteria,Alphaproteobacteria
2590,pgv,Polymorphum gilvum,,991905,,,,,,,,,,,Bacteria,Alphaproteobacteria
2591,phr,Phreatobacter cathodiphilus,,1868589,,,,,,,,,,,Bacteria,Alphaproteobacteria
2592,pstg,Phreatobacter stygius,140727.0,1940610,,,,,mesophilic,30.0,optimum,Asia,,,Bacteria,Alphaproteobacteria
2593,apb,Candidatus Puniceispirillum marinum,,488538,,,,Marine,,,,,Environment,,Bacteria,Alphaproteobacteria
2594,afe,Acidithiobacillus ferrooxidans ATCC 53993,118.0,380394,Obligate aerobe,Obligate aerobe,Obligate aerobe,Other,psychrophilic,25.0,growth,North America,Mixed,,Bacteria,Acidithiobacillia
2595,afr,Acidithiobacillus ferrooxidans ATCC 23270,118.0,243159,Obligate aerobe,Obligate aerobe,Obligate aerobe,Other,psychrophilic,25.0,growth,North America,Mixed,,Bacteria,Acidithiobacillia
2596,acu,Acidithiobacillus caldus SM-1,126.0,990288,,,,,thermophilic,45.0,growth,Europe,,,Bacteria,Acidithiobacillia
2597,acz,Acidithiobacillus caldus ATCC 51756,126.0,637389,,,,,thermophilic,45.0,growth,Europe,,,Bacteria,Acidithiobacillia
2598,afi,Acidithiobacillus ferrivorans,129.0,743299,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,Acidithiobacillia
2599,afj,Acidithiobacillus ferridurans,130138.0,1232575,,,,,mesophilic,29.0,optimum,Asia,,,Bacteria,Acidithiobacillia
2600,maes,Mariprofundus aestuarium,,1921086,,,,,,,,,,,Bacteria,Zetaproteobacteria
2601,mfn,Mariprofundus ferrinatatus,,1921087,,,,,,,,,,,Bacteria,Zetaproteobacteria
2602,htl,Hydrogenophilus thermoluteolus,134600.0,297,,,,,thermophilic,50.0,growth,Asia,,,Bacteria,Hydrogenophilalia
2603,bsu,Bacillus subtilis subsp. subtilis 168,1172.0,224308,Facultative,Aerobe,Aerobe,Soil,mesophilic,30.0,growth,,Environment,Aerobe,Bacteria,Bacilli
2604,bsr,Bacillus subtilis subsp. subtilis RO-NN-1,1172.0,1052588,,Facultative,Facultative,,mesophilic,30.0,growth,,,Facultative,Bacteria,Bacilli
2605,bsl,Bacillus subtilis subsp. subtilis BSP1,1172.0,1192196,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2606,bsh,Bacillus subtilis subsp. subtilis 6051-HGW,1172.0,1147161,,Aerobe,Aerobe,,mesophilic,30.0,growth,,,Aerobe,Bacteria,Bacilli
2607,bsy,Bacillus subtilis subsp. subtilis BAB-1,1172.0,1302650,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2608,bsut,Bacillus subtilis subsp. subtilis AG1839,1172.0,1221328,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2609,bsul,Bacillus subtilis subsp. subtilis JH642,1172.0,1232554,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2610,bsus,Bacillus subtilis subsp. subtilis OH 131.1,1172.0,1404258,,Aerobe,Aerobe,,mesophilic,30.0,growth,,,Aerobe,Bacteria,Bacilli
2611,bss,Bacillus subtilis subsp. spizizenii W23,1193.0,655816,Facultative,Facultative,Facultative,Soil,mesophilic,30.0,growth,Africa,Environment,Facultative,Bacteria,Bacilli
2612,bst,Bacillus subtilis subsp. spizizenii TU-B-10,1193.0,1052585,,Facultative,Facultative,,mesophilic,30.0,growth,Africa,,Facultative,Bacteria,Bacilli
2613,bso,Bacillus subtilis subsp. natto BEST195,,645657,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Bacilli
2614,bsn,Bacillus subtilis BSn5,,936156,Facultative,Facultative,Facultative,Host-Soil,,,,,Mixed,Facultative,Bacteria,Bacilli
2615,bsq,Bacillus subtilis QB928,,1220533,,,,,,,,,,,Bacteria,Bacilli
2616,bsx,Bacillus subtilis XF-1,,1233100,,,,,,,,,,,Bacteria,Bacilli
2617,bsp,Bacillus subtilis PY79,,1415167,,,,,,,,,,,Bacteria,Bacilli
2618,bli,Bacillus licheniformis ATCC 14580,689.0,279010,Facultative,Facultative,Facultative,Host-Soil,mesophilic,34.666666666666664,growth,,Mixed,Facultative,Bacteria,Bacilli
2619,bld,Bacillus licheniformis DSM 13 = ATCC 14580,689.0,279010,Facultative,Facultative,Facultative,Host-Soil,mesophilic,34.666666666666664,growth,,Mixed,Facultative,Bacteria,Bacilli
2620,blh,Bacillus paralicheniformis,,766760,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Bacilli
2621,bay,Bacillus velezensis FZB42,153720.0,326423,Aerobe,Aerobe,Aerobe,Soil,,,,Europe,Environment,Aerobe,Bacteria,Bacilli
2622,baq,Bacillus velezensis CAU B946,153720.0,1114958,,,,,,,,Europe,,,Bacteria,Bacilli
2623,bya,Bacillus velezensis YAU B9601-Y2,153720.0,1155777,,,,,,,,Europe,,,Bacteria,Bacilli
2624,bamp,Bacillus velezensis AS43.3,153720.0,1225788,,,,,,,,Europe,,,Bacteria,Bacilli
2625,baml,Bacillus velezensis UCMB5036,153720.0,1150475,,,,,,,,Europe,,,Bacteria,Bacilli
2626,bama,Bacillus velezensis UCMB5033,153720.0,1338518,,Aerobe,Aerobe,,,,,Europe,,Aerobe,Bacteria,Bacilli
2627,bamn,Bacillus velezensis UCMB5113,153720.0,1150476,,Aerobe,Aerobe,,,,,Europe,,Aerobe,Bacteria,Bacilli
2628,bamb,Bacillus velezensis NAU-B3,153720.0,1385727,,,,,,,,Europe,,,Bacteria,Bacilli
2629,bamt,Bacillus velezensis TrigoCor1448,153720.0,1449088,,,,,,,,Europe,,,Bacteria,Bacilli
2630,bamy,Bacillus velezensis SQR9,153720.0,1423138,,,,,,,,Europe,,,Bacteria,Bacilli
2631,bmp,Bacillus velezensis,153720.0,492670,,,,,,,,Europe,,,Bacteria,Bacilli
2632,bao,Bacillus amyloliquefaciens DSM 7,598.0,692420,Aerobe,Aerobe,Aerobe,Soil,mesophilic,35.0,optimum,,Environment,Aerobe,Bacteria,Bacilli
2633,baz,Bacillus amyloliquefaciens TA208,598.0,999891,,Aerobe,Aerobe,,mesophilic,35.0,optimum,,,Aerobe,Bacteria,Bacilli
2634,bql,Bacillus amyloliquefaciens LL3,598.0,1001582,,Aerobe,Aerobe,,mesophilic,35.0,optimum,,,Aerobe,Bacteria,Bacilli
2635,bxh,Bacillus amyloliquefaciens XH7,598.0,1034836,,Aerobe,Aerobe,,mesophilic,35.0,optimum,,,Aerobe,Bacteria,Bacilli
2636,bqy,Bacillus amyloliquefaciens Y2,598.0,1126211,,,,,mesophilic,35.0,optimum,,,,Bacteria,Bacilli
2637,bami,Bacillus amyloliquefaciens IT-45,598.0,1091041,,Aerobe,Aerobe,,mesophilic,35.0,optimum,,,Aerobe,Bacteria,Bacilli
2638,bamc,Bacillus amyloliquefaciens CC178,598.0,1412898,,,,,mesophilic,35.0,optimum,,,,Bacteria,Bacilli
2639,bamf,Bacillus amyloliquefaciens LFB112,598.0,1415165,,,,,mesophilic,35.0,optimum,,,,Bacteria,Bacilli
2640,bae,Bacillus atrophaeus 1942,1077.0,720555,Facultative,Facultative,Facultative,Soil,mesophilic,29.0,optimum,North America,Environment,Facultative,Bacteria,Bacilli
2641,bvm,Bacillus vallismortis,1150.0,72361,,,,,mesophilic,29.0,optimum,North America,,,Bacteria,Bacilli
2642,bha,Bacillus halodurans,1112.0,272558,Facultative,Facultative,Facultative,Fresh water-Soil,mesophilic,30.0,growth,,Environment,Facultative,Bacteria,Bacilli
2643,ban,Bacillus anthracis Ames,,198094,Aerobe,Aerobe,Aerobe,Soil,,,,,Environment,Aerobe,Bacteria,Bacilli
2644,bar,Bacillus anthracis Ames Ancestor,,261594,Facultative,Facultative,Facultative,Host-Soil,,,,,Mixed,Facultative,Bacteria,Bacilli
2645,bat,Bacillus anthracis Sterne,,260799,Facultative,Facultative,Facultative,Soil,,,,,Environment,Facultative,Bacteria,Bacilli
2646,bah,Bacillus anthracis CDC 684,,568206,Aerobe,Aerobe,Aerobe,Host-Soil,,,,,Mixed,Aerobe,Bacteria,Bacilli
2647,bai,Bacillus anthracis A0248,,592021,Facultative,Facultative,Facultative,Host,,,,,Symbiont,Facultative,Bacteria,Bacilli
2648,bax,Bacillus anthracis H9401,,768494,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Bacilli
2649,bant,Bacillus anthracis A16,,743835,,,,,,,,,,,Bacteria,Bacilli
2650,banr,Bacillus anthracis A16R,,673518,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Bacilli
2651,bans,Bacillus anthracis SVA11,,1392837,,,,,,,,,,,Bacteria,Bacilli
2652,banh,Bacillus anthracis HYU01,,1392,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Bacilli
2653,banv,Bacillus anthracis Vollum,,261591,,Facultative,Facultative,,,,,,,Facultative,Bacteria,Bacilli
2654,bce,Bacillus cereus ATCC 14579,624.0,226900,Facultative,Facultative,Facultative,Host-Soil,mesophilic,30.0,growth,,Mixed,Facultative,Bacteria,Bacilli
2655,bca,Bacillus cereus ATCC 10987,624.0,222523,Facultative,Facultative,Facultative,Host-Soil,mesophilic,30.0,growth,,Mixed,Facultative,Bacteria,Bacilli
2656,bcz,Bacillus cereus E33L,624.0,288681,Facultative,Facultative,Facultative,Host-Soil,mesophilic,30.0,growth,,Mixed,Facultative,Bacteria,Bacilli
2657,bcr,Bacillus cereus AH187,624.0,405534,Facultative,Facultative,Facultative,Host-Soil,mesophilic,30.0,growth,,Mixed,Facultative,Bacteria,Bacilli
2658,bcb,Bacillus cereus B4264,624.0,405532,Facultative,Facultative,Facultative,Host-Soil,mesophilic,30.0,growth,,Mixed,Facultative,Bacteria,Bacilli
2659,bcu,Bacillus cereus AH820,624.0,405535,Facultative,Facultative,Facultative,Host-Soil,mesophilic,30.0,growth,,Mixed,Facultative,Bacteria,Bacilli
2660,bcg,Bacillus cereus G9842,624.0,405531,Facultative,Facultative,Facultative,Host-Soil,mesophilic,30.0,growth,,Mixed,Facultative,Bacteria,Bacilli
2661,bcq,Bacillus cereus Q1,624.0,361100,Facultative,Facultative,Facultative,Soil,mesophilic,30.0,growth,,Environment,Facultative,Bacteria,Bacilli
2662,bcx,Bacillus cereus 03BB102,624.0,572264,Facultative,Facultative,Facultative,Host-Soil,mesophilic,30.0,growth,,Mixed,Facultative,Bacteria,Bacilli
2663,bal,Bacillus cereus biovar anthracis CI,624.0,637380,Aerobe,Aerobe,Aerobe,Host-Soil,mesophilic,30.0,growth,,Mixed,Aerobe,Bacteria,Bacilli
2664,bnc,Bacillus cereus NC7401,624.0,334406,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2665,bcf,Bacillus cereus F837/76,624.0,347495,,Aerobe,Aerobe,,mesophilic,30.0,growth,,,Aerobe,Bacteria,Bacilli
2666,bcer,Bacillus cereus FRI-35,624.0,1217984,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2667,bcef,Bacillus cereus FT9,624.0,1396,,Aerobe,Aerobe,,mesophilic,30.0,growth,,,Aerobe,Bacteria,Bacilli
2668,bcy,Bacillus cytotoxicus,1323.0,315749,Facultative,Facultative,Facultative,Soil,mesophilic,33.5,optimum,Europe,Environment,Facultative,Bacteria,Bacilli
2669,btk,Bacillus thuringiensis serovar konkukian 97-27,1006.0,281309,Facultative,Facultative,Facultative,Host-Soil,mesophilic,30.0,growth,,Mixed,Facultative,Bacteria,Bacilli
2670,btl,Bacillus thuringiensis Al Hakam,1006.0,412694,Facultative,Facultative,Facultative,Host-Soil,mesophilic,30.0,growth,,Mixed,Facultative,Bacteria,Bacilli
2671,btb,Bacillus thuringiensis BMB171,1006.0,714359,Microaerophilic,Microaerophilic,Microaerophilic,Host,mesophilic,30.0,growth,,Symbiont,,Bacteria,Bacilli
2672,btt,Bacillus thuringiensis serovar kurstaki HD73,1006.0,1279365,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2673,bthr,Bacillus thuringiensis serovar kurstaki YBT-1520,1006.0,570416,,Facultative,Facultative,,mesophilic,30.0,growth,,,Facultative,Bacteria,Bacilli
2674,bthi,Bacillus thuringiensis serovar kurstaki HD-1,1006.0,1261129,,,,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
2675,btc,Bacillus thuringiensis serovar chinensis CT-43,1006.0,541229,,Microaerophilic,Microaerophilic,,mesophilic,30.0,growth,,,,Bacteria,Bacilli
